##卡牌表																																						
##[SC]卡牌编号	[C]卡牌名称	[C]小卡牌图片	[C]大卡牌图片	[C]职业图标	[C]职业底框	[SC]星级	[SC]职业	[C]小卡牌边框	[C]大卡牌边框	[C]职业图标(按钮）	[C]获得来源	[SC]所需领导力	[SC]升级经验类型	[SC]等级上限	[SC]生命基数	[SC]生命系数A	[SC]生命系数B	[SC]基础攻击值	[SC]攻击系数A	[SC]攻击系数B	[SC]高级技能编号	[SC]被动技能编号	[SC]队长技能编号	[SC]合成经验基数	[SC]出售价格基数	[S]暴击值	[S]命中值	[S]闪避值	[S]物攻修正	[S]法攻修正	[S]治疗修正	[S]所受物伤修正	[S]所受法伤修正	[S]所受治疗修正	[S]仇恨修正	[S]普通技能编号	[S]暴击伤害修正	[C]强化等级
int	string	string	string	string	string	int	int	string	string	string	string	int	int	int	int	float	float	int	float	float	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	int	int
4667	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4668	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4669	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4670	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4671	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4672	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4673	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4674	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4675	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4676	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4677	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4678	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4679	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4680	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4681	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4682	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4683	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4684	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4685	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4686	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4687	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4688	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4689	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4690	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4691	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4692	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4693	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4694	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4695	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4696	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4697	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4698	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4699	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4700	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4701	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4702	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4703	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4704	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4705	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4706	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4707	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4708	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4709	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4710	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4711	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4712	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4713	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4714	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4715	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4716	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4717	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4718	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4719	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4720	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4721	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4722	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4723	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4724	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4725	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4726	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4727	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4728	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4729	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4730	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4731	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4732	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4733	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4734	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4735	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4736	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4737	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4738	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4739	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4740	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4741	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4742	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4743	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4744	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4745	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4746	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4747	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4748	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4749	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4750	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4751	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4752	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4753	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4754	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4755	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4756	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4757	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4758	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4759	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4760	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4761	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4762	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4763	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4764	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4765	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4766	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4767	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4768	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4769	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4770	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4771	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4772	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4773	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4774	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4775	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4776	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4777	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4778	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4779	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4780	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4781	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4782	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4783	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4784	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4785	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4786	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4787	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4788	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4789	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4790	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4791	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4792	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4793	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4794	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4795	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4796	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4797	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4798	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4799	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4800	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4801	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4802	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4803	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4804	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4805	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4806	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
