##怪物表																						
##[SC]怪物编号	[C]类型	[C]卡牌形象	[SC]生命	[S]攻击	[S]暴击值	[S]命中值	[S]闪避值	[S]物攻修正	[S]法攻修正	[S]治疗修正	[S]所受物伤修正	[S]所受法伤修正	[S]所受治疗修正	[S]普通技能编号	[S]高级技能编号	[S]获得经验	[S]获得金币	[S]掉落方案编号	[S]掉落方案编号2	[S]AI编号	[S]暴击伤害修正	[S]韧性
int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	int	int	int	int	int	int	int	int
3330	0	596	109724	19250	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	3330	3330	-1	0	0
3331	0	597	109724	19250	400	8700	-1400	0	0	0	0	-300	0	5	221	0	0	3331	3331	-1	0	0
3332	0	598	109724	19250	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	3332	3332	-1	0	0
3333	1	596	636401	28875	1500	8500	2000	0	0	0	-1000	0	0	1	210	0	0	3333	3333	-1	0	0
3334	1	596	636401	28875	1500	8500	2000	0	0	0	-1000	0	0	1	210	1800	18360	3334	3334	-1	0	0
3335	0	596	112267	19696	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	3335	3335	-1	0	0
3336	0	597	112267	19696	400	8700	-1400	0	0	0	0	-300	0	5	221	0	0	3336	3336	-1	0	0
3337	0	598	112267	19696	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	3337	3337	-1	0	0
3338	0	596	81392	53037	400	8500	1500	0	0	0	-500	0	0	1	210	0	0	3338	3338	-1	0	0
3339	1	589	748448	44316	1500	8500	2500	0	0	0	-2000	0	0	1	250	1818	18540	3339	3339	-1	0	0
3340	0	596	112419	19723	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	3340	3340	-1	0	0
3341	0	597	112419	19723	400	8700	-1400	0	0	0	0	-300	0	5	221	0	0	3341	3341	-1	0	0
3342	0	598	112419	19723	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	3342	3342	-1	0	0
3343	1	597	652029	29584	1500	8500	0	0	0	0	0	-2500	0	5	221	0	0	3343	3343	-1	0	0
3344	1	597	652029	29584	1500	8500	0	0	0	0	0	-2500	0	5	221	1818	18540	3344	3344	-1	0	0
3345	0	596	114957	20168	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	3345	3345	-1	0	0
3346	0	597	114957	20168	400	8700	-1400	0	0	0	0	-300	0	5	221	0	0	3346	3346	-1	0	0
3347	0	598	114957	20168	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	3347	3347	-1	0	0
3348	0	596	520902	15429	400	8500	1500	0	0	0	-500	0	0	1	210	0	0	3348	3348	-1	0	0
3349	1	591	613104	54454	1500	8500	-1000	0	0	0	-5000	0	0	1	251	1836	18720	3349	3349	-1	0	0
3350	0	596	115105	20194	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	3350	3350	-1	0	0
3351	0	597	115105	20194	400	8700	-1400	0	0	0	0	-300	0	5	221	0	0	3351	3351	-1	0	0
3352	0	598	115105	20194	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	3352	3352	-1	0	0
3353	1	598	667607	30291	1500	8500	-1000	0	0	0	-4500	0	0	1	211	0	0	3353	3353	-1	0	0
3354	1	598	667607	30291	1500	8500	-1000	0	0	0	-4500	0	0	1	211	1836	18720	3354	3354	-1	0	0
3355	0	596	117648	20640	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	3355	3355	-1	0	0
3356	0	597	117648	20640	400	8700	-1400	0	0	0	0	-300	0	5	221	0	0	3356	3356	-1	0	0
3357	0	598	117648	20640	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	3357	3357	-1	0	0
3358	0	597	85293	55579	400	8500	-200	0	0	0	0	-1500	0	5	221	0	0	3358	3358	-1	0	0
3359	1	593	784320	46440	1500	10000	-300	0	0	0	0	-3500	0	3	254	1854	18900	3359	3359	-1	0	0
3360	0	596	117799	20667	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	3360	3360	-1	0	0
3361	0	597	117799	20667	400	8700	-1400	0	0	0	0	-300	0	5	221	0	0	3361	3361	-1	0	0
3362	0	598	117799	20667	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	3362	3362	-1	0	0
3363	1	597	683235	31000	1500	8500	0	0	0	0	0	-2500	0	5	221	0	0	3363	3363	-1	0	0
3364	1	598	683235	31000	1500	8500	-1000	0	0	0	-4500	0	0	1	211	1854	18900	3364	3364	-1	0	0
3365	0	596	120338	21112	400	8500	-1000	0	0	0	0	0	0	1	210	0	0	3365	3365	-1	0	0
3366	0	597	120338	21112	400	8700	-1400	0	0	0	0	-300	0	5	221	0	0	3366	3366	-1	0	0
3367	0	598	120338	21112	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	3367	3367	-1	0	0
3368	0	598	545283	16151	400	8500	-1000	0	0	0	-4000	0	0	1	211	0	0	3368	3368	-1	0	0
3369	1	595	641800	57002	1500	8500	500	0	0	0	-4000	0	0	1	346	1872	19080	3369	3369	-1	0	0
3370	0	605	120485	21138	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	3370	3370	-1	0	0
3371	0	606	120485	21138	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	3371	3371	-1	0	0
3372	0	607	120485	21138	400	8500	0	0	0	0	0	0	0	4	217	0	0	3372	3372	-1	0	0
3373	1	605	698813	31707	1500	9000	0	0	0	0	0	-2500	0	3	214	0	0	3373	3373	-1	0	0
3374	1	605	698813	31707	1500	9000	0	0	0	0	0	-2500	0	3	214	1872	19080	3374	3374	-1	0	0
3375	0	605	123028	21584	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	3375	3375	-1	0	0
3376	0	606	123028	21584	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	3376	3376	-1	0	0
3377	0	607	123028	21584	400	8500	0	0	0	0	0	0	0	4	217	0	0	3377	3377	-1	0	0
3378	0	605	89193	58120	400	9300	-200	0	0	0	0	-1500	0	3	214	0	0	3378	3378	-1	0	0
3379	1	600	820192	48564	1500	8500	-300	0	0	0	0	-3500	0	1	345	1890	19260	3379	3379	-1	0	0
3380	0	605	123178	21610	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	3380	3380	-1	0	0
3381	0	606	123178	21610	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	3381	3381	-1	0	0
3382	0	607	123178	21610	400	8500	0	0	0	0	0	0	0	4	217	0	0	3382	3382	-1	0	0
3383	1	606	714434	32416	1500	8500	-1000	0	0	0	-4500	0	0	1	211	0	0	3383	3383	-1	0	0
3384	1	606	714434	32416	1500	8500	-1000	0	0	0	-4500	0	0	1	211	1890	19260	3384	3384	-1	0	0
3385	0	605	125719	22056	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	3385	3385	-1	0	0
3386	0	606	125719	22056	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	3386	3386	-1	0	0
3387	0	607	125719	22056	400	8500	0	0	0	0	0	0	0	4	217	0	0	3387	3387	-1	0	0
3388	0	606	569665	16873	400	8500	-1000	0	0	0	-4000	0	0	1	211	0	0	3388	3388	-1	0	0
3389	1	602	670496	59551	1500	8500	-1000	0	0	0	-5000	0	0	1	251	1908	19440	3389	3389	-1	0	0
3390	0	605	125865	22082	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	3390	3390	-1	0	0
3391	0	606	125865	22082	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	3391	3391	-1	0	0
3392	0	607	125865	22082	400	8500	0	0	0	0	0	0	0	4	217	0	0	3392	3392	-1	0	0
3393	1	607	730016	33122	1500	8500	0	0	0	0	0	0	0	4	217	0	0	3393	3393	-1	0	0
3394	1	607	730016	33122	1500	8500	0	0	0	0	0	0	0	4	217	1908	19440	3394	3394	-1	0	0
3395	0	605	128409	22528	400	8700	-1400	0	0	0	0	-300	0	3	214	0	0	3395	3395	-1	0	0
3396	0	606	128409	22528	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	3396	3396	-1	0	0
3397	0	607	128409	22528	400	8500	0	0	0	0	0	0	0	4	217	0	0	3397	3397	-1	0	0
3398	0	607	93094	60663	400	8500	0	0	0	0	0	0	0	4	217	0	0	3398	3398	-1	0	0
3399	1	604	856064	50688	1500	10000	-300	0	0	0	0	-3500	0	4	269	1926	19620	3399	3399	-1	0	0
3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3400	3400	-1	0	0
3401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3401	3401	-1	0	0
3402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3402	3402	-1	0	0
3403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3403	3403	-1	0	0
3404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3404	3404	-1	0	0
3405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3405	3405	-1	0	0
3406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3406	3406	-1	0	0
3407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3407	3407	-1	0	0
3408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3408	3408	-1	0	0
3409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3409	3409	-1	0	0
3410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3410	3410	-1	0	0
3411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3411	3411	-1	0	0
3412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3412	3412	-1	0	0
3413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3413	3413	-1	0	0
3414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3414	3414	-1	0	0
3415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3415	3415	-1	0	0
3416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3416	3416	-1	0	0
3417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3417	3417	-1	0	0
3418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3418	3418	-1	0	0
3419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3419	3419	-1	0	0
3420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3420	3420	-1	0	0
3421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3421	3421	-1	0	0
3422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3422	3422	-1	0	0
3423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3423	3423	-1	0	0
3424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3424	3424	-1	0	0
3425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3425	3425	-1	0	0
3426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3426	3426	-1	0	0
3427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3427	3427	-1	0	0
3428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3428	3428	-1	0	0
3429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3429	3429	-1	0	0
3430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3430	3430	-1	0	0
3431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3431	3431	-1	0	0
3432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3432	3432	-1	0	0
3433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3433	3433	-1	0	0
3434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3434	3434	-1	0	0
3435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3435	3435	-1	0	0
3436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3436	3436	-1	0	0
3437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3437	3437	-1	0	0
3438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3438	3438	-1	0	0
3439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3439	3439	-1	0	0
3440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3440	3440	-1	0	0
3441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3441	3441	-1	0	0
3442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3442	3442	-1	0	0
3443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3443	3443	-1	0	0
3444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3444	3444	-1	0	0
3445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3445	3445	-1	0	0
3446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3446	3446	-1	0	0
3447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3447	3447	-1	0	0
3448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3448	3448	-1	0	0
3449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3449	3449	-1	0	0
3450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3450	3450	-1	0	0
3451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3451	3451	-1	0	0
3452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3452	3452	-1	0	0
3453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3453	3453	-1	0	0
3454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3454	3454	-1	0	0
3455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3455	3455	-1	0	0
3456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3456	3456	-1	0	0
3457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3457	3457	-1	0	0
3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3458	3458	-1	0	0
3459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3459	3459	-1	0	0
3460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3460	3460	-1	0	0
3461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3461	3461	-1	0	0
3462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3462	3462	-1	0	0
3463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3463	3463	-1	0	0
3464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3464	3464	-1	0	0
3465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3465	3465	-1	0	0
3466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3466	3466	-1	0	0
3467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3467	3467	-1	0	0
3468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3468	3468	-1	0	0
3469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3469	3469	-1	0	0
3470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3470	3470	-1	0	0
3471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3471	3471	-1	0	0
3472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3472	3472	-1	0	0
3473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3473	3473	-1	0	0
3474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3474	3474	-1	0	0
3475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3475	3475	-1	0	0
3476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3476	3476	-1	0	0
3477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3477	3477	-1	0	0
3478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3478	3478	-1	0	0
3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3479	3479	-1	0	0
3480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3480	3480	-1	0	0
3481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3481	3481	-1	0	0
3482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3482	3482	-1	0	0
3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3483	3483	-1	0	0
3484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3484	3484	-1	0	0
3485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3485	3485	-1	0	0
3486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3486	3486	-1	0	0
3487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3487	3487	-1	0	0
3488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3488	3488	-1	0	0
3489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3489	3489	-1	0	0
3490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3490	3490	-1	0	0
3491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3491	3491	-1	0	0
3492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3492	3492	-1	0	0
3493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3493	3493	-1	0	0
3494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3494	3494	-1	0	0
3495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3495	3495	-1	0	0
3496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3496	3496	-1	0	0
3497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3497	3497	-1	0	0
3498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3498	3498	-1	0	0
3499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3499	3499	-1	0	0
3500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3500	3500	-1	0	0
3501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3501	3501	-1	0	0
3502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3502	3502	-1	0	0
3503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3503	3503	-1	0	0
3504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3504	3504	-1	0	0
3505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3505	3505	-1	0	0
3506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3506	3506	-1	0	0
3507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3507	3507	-1	0	0
3508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3508	3508	-1	0	0
3509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3509	3509	-1	0	0
3510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3510	3510	-1	0	0
3511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3511	3511	-1	0	0
3512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3512	3512	-1	0	0
3513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3513	3513	-1	0	0
3514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3514	3514	-1	0	0
3515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3515	3515	-1	0	0
3516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3516	3516	-1	0	0
3517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3517	3517	-1	0	0
3518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3518	3518	-1	0	0
3519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3519	3519	-1	0	0
3520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3520	3520	-1	0	0
3521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3521	3521	-1	0	0
3522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3522	3522	-1	0	0
3523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3523	3523	-1	0	0
3524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3524	3524	-1	0	0
3525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3525	3525	-1	0	0
3526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3526	3526	-1	0	0
3527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3527	3527	-1	0	0
3528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3528	3528	-1	0	0
3529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3529	3529	-1	0	0
3530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3530	3530	-1	0	0
3531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3531	3531	-1	0	0
3532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3532	3532	-1	0	0
3533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3533	3533	-1	0	0
3534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3534	3534	-1	0	0
3535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3535	3535	-1	0	0
3536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3536	3536	-1	0	0
3537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3537	3537	-1	0	0
3538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3538	3538	-1	0	0
3539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3539	3539	-1	0	0
3540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540	3540	-1	0	0
3541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3541	3541	-1	0	0
3542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3542	3542	-1	0	0
3543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3543	3543	-1	0	0
3544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3544	3544	-1	0	0
3545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3545	3545	-1	0	0
3546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3546	3546	-1	0	0
3547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3547	3547	-1	0	0
3548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3548	3548	-1	0	0
3549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3549	3549	-1	0	0
3550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3550	3550	-1	0	0
3551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3551	3551	-1	0	0
3552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3552	3552	-1	0	0
3553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3553	3553	-1	0	0
3554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3554	3554	-1	0	0
3555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3555	3555	-1	0	0
3556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3556	3556	-1	0	0
3557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3557	3557	-1	0	0
3558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3558	3558	-1	0	0
3559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3559	3559	-1	0	0
3560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3560	3560	-1	0	0
3561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3561	3561	-1	0	0
3562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3562	3562	-1	0	0
3563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3563	3563	-1	0	0
3564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3564	3564	-1	0	0
3565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3565	3565	-1	0	0
3566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3566	3566	-1	0	0
3567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3567	3567	-1	0	0
3568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3568	3568	-1	0	0
3569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3569	3569	-1	0	0
3570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3570	3570	-1	0	0
3571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3571	3571	-1	0	0
3572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3572	3572	-1	0	0
3573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3573	3573	-1	0	0
3574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3574	3574	-1	0	0
3575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3575	3575	-1	0	0
3576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3576	3576	-1	0	0
3577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3577	3577	-1	0	0
3578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3578	3578	-1	0	0
3579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3579	3579	-1	0	0
3580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3580	3580	-1	0	0
3581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3581	3581	-1	0	0
3582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3582	3582	-1	0	0
3583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3583	3583	-1	0	0
3584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3584	3584	-1	0	0
3585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3585	3585	-1	0	0
3586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3586	3586	-1	0	0
3587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3587	3587	-1	0	0
3588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3588	3588	-1	0	0
3589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3589	3589	-1	0	0
3590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3590	3590	-1	0	0
3591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3591	3591	-1	0	0
3592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3592	3592	-1	0	0
3593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3593	3593	-1	0	0
3594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3594	3594	-1	0	0
