##卡牌进化表														
##[SC]卡牌编号	[SC]套装编号	[SC]进化后编号	[SC]进化需求等级	所需类型	所需卡牌1id	所需卡牌2id	所需卡牌3id	所需卡牌4id	所需卡牌5id	进化后当前等级	进化后技能等级	队长技替换几率	花费金币	花费符石
##index(0)														
int	int	int	int	int	string	string	string	string	string	int	int	int	int	int
3848	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3849	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3850	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3851	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3852	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3853	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3854	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3856	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3857	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3858	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3859	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3860	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3861	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3862	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3863	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3864	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3865	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3866	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3867	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3868	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3869	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3870	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3871	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3872	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3873	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3874	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3875	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3876	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3877	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3879	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3880	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3881	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3883	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3884	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3885	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3886	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3887	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3888	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3889	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3890	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3891	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3892	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3893	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3894	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3895	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3896	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3897	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3898	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3899	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3900	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3901	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3902	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3903	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3904	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3905	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3906	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3907	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3908	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3909	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3910	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3911	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3912	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3913	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3914	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3915	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3916	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3917	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3918	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3919	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3922	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3923	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3924	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3925	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3926	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3927	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3928	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3929	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3930	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3931	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3932	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3933	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3934	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3935	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3936	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3937	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3938	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3939	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3940	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3941	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3942	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3943	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3944	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3945	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3946	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3947	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3948	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3949	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3950	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3951	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3952	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3953	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3954	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3955	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3956	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3957	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3958	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3959	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3960	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3961	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3962	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3963	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3964	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3965	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3966	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3967	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3968	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3969	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3970	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3971	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3972	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3973	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3974	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3975	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3976	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3977	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3978	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3979	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3980	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3981	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3982	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3983	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3984	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3985	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3986	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3987	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3988	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3989	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3990	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3991	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3992	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3993	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3994	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3995	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3996	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3997	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3998	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
3999	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4007	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4008	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4010	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4011	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4017	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4018	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4019	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4020	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4021	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4022	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4023	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4024	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4026	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4027	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4028	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4029	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4030	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4031	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4032	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4033	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4034	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4035	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4036	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4037	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4038	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4039	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4040	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4041	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4042	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4043	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4044	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4045	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4046	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4047	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4048	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4049	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4050	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4051	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4052	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4053	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4054	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4055	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4057	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4058	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4059	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4060	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4061	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4062	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4063	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4064	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4065	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4066	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4067	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4068	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4069	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4070	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4071	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4072	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4073	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4074	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4075	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4076	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4077	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4078	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4079	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4080	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4081	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4082	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4083	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4084	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4085	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4086	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4087	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4088	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4089	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4090	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4091	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4092	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4093	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4094	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4095	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4096	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4097	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4098	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4099	-1	5099	80	1	1099	1099	-1	-1	-1	80	0	0	600000	0
4100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4101	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4103	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4104	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4105	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4107	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4108	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4109	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4112	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4113	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4114	-1	5114	80	1	1114	1114	-1	-1	-1	80	0	0	600000	0
4115	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4118	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4119	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4121	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4122	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4123	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4125	-1	5125	80	1	1125	1125	-1	-1	-1	80	0	0	600000	0
4126	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4127	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4128	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4129	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4131	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4132	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4133	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4134	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4135	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4136	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4137	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4139	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4141	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4142	-1	5142	80	1	1142	1142	-1	-1	-1	80	0	0	600000	0
4143	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4144	-1	5144	80	1	1144	1144	-1	-1	-1	80	0	0	600000	0
4145	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4146	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4147	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4148	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4149	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4151	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4152	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4153	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4154	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4155	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4157	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4158	-1	5158	80	1	1158	1158	-1	-1	-1	80	0	0	600000	0
4159	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4160	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4161	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4162	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4163	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4164	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4165	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4166	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4167	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4168	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4169	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4171	-1	5171	80	1	1171	1171	-1	-1	-1	80	0	0	600000	0
4172	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4173	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4174	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4175	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4176	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4177	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4178	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4179	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4180	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4181	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4182	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4183	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
4184	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0
